MgrID	education	religion	research_area	professional	pricing_group	race	age_group	gender	selected	rating
581	2	others	6	5	4	6	5	male	0	0.666666667
581	1	Chrisitan	5	3	1	4	3	male	1	0.833333333
581	1	Chrisitan	2	5	3	2	5	female	1	0.5
581	2	buddist	2	6	6	4	4	female	0	1
581	2	buddist	3	2	6	6	2	female	0	0.166666667
581	2	Chrisitan	3	3	1	4	3	male	1	
581	1	Chrisitan	3	1	1	6	4	male	1	0.833333333
581	2	hindu	4	6	5	2	4	male	0	0.666666667
581	2	Chrisitan	4	3	2	6	6	male	0	0.5
581	1	buddist	5	6	5	2	1	male	1	0.833333333
830	2	Chrisitan	1	6	5	3	3	male	0	0.5
830	1	others	5	3	5	1	3	male	1	0.666666667
830	2	buddist	6	5	5	3	2	female	1	0.833333333
830	1	muslim	6	4	3	1	4	male	0	0.5
830	2	catholic	4	4	5	6	4	male	0	0.833333333
830	2	Chrisitan	6	5	4	1	3	female	1	0.5
830	2	Chrisitan	3	5	3	5	5	male	1	0.5
830	1	muslim	6	1	2	5	2	female	0	0.833333333
830	2	catholic	3	4	4	4	2	male	1	0.666666667
830	2	Chrisitan	2	4	2	5	4	male	0	0.5
229	1	others	1	1	1	1	3	female	0	0.333333333
229	1	catholic	6	5	4	5	2	male	1	0.833333333
229	2	muslim	6	6	6	4	2	male	1	0.833333333
229	1	hindu	3	5	5	1	5	female	0	0.666666667
229	1	catholic	3	2	3	6	3	female	1	0.5
229	1	muslim	2	2	4	5	1	male	0	0.5
229	2	buddist	4	4	1	5	2	male	0	0.666666667
229	2	hindu	3	2	6	6	4	female	1	0.5
229	2	muslim	5	2	6	4	5	female	0	0.666666667
229	2	buddist	6	1	1	2	4	male	1	0.166666667
832	2	muslim	6	1	6	4	6	female	0	0.166666667
832	1	Chrisitan	5	3	2	1	4	male	1	0.666666667
832	2	Chrisitan	2	6	4	1	5	female	1	0.666666667
832	1	Chrisitan	5	1	4	2	1	male	0	0.166666667
832	1	hindu	3	5	5	1	4	male	0	0.333333333
832	1	others	3	5	3	6	5	female	1	0.833333333
832	2	hindu	3	6	4	3	5	male	1	0.666666667
832	1	others	3	2	4	3	5	female	0	0.5
832	1	muslim	3	5	5	3	6	male	1	0.666666667
832	2	others	3	2	6	1	6	male	0	0.5
16	1	others	4	4	1	3	2	male	1	0.5
16	1	others	4	5	2	5	2	male	0	0.166666667
16	2	catholic	2	2	1	5	2	male	1	0.666666667
16	2	Chrisitan	1	5	4	3	1	male	0	0.166666667
16	1	buddist	1	3	6	1	5	female	0	0.833333333
16	1	others	4	1	5	4	3	female	1	0.666666667
16	2	Chrisitan	4	3	5	3	4	male	1	0.666666667
16	1	catholic	4	3	3	1	1	male	0	0.5
210	2	buddist	4	6	6	4	3	female	1	0.833333333
210	1	hindu	5	3	3	4	6	male	0	0.5
210	1	Chrisitan	3	3	1	3	1	male	1	0.833333333
210	1	catholic	1	1	6	1	1	male	0	0.333333333
210	1	muslim	4	1	1	6	1	male	1	0.833333333
210	2	buddist	4	5	1	6	3	male	0	0.333333333
210	1	hindu	1	5	5	6	3	female	0	0.333333333
210	2	muslim	5	2	2	2	3	female	1	0.833333333
210	1	catholic	3	6	6	3	1	female	0	0.333333333
210	1	hindu	6	6	2	3	1	male	1	0.833333333
707	1	Chrisitan	6	4	4	1	2	female	0	0.666666667
707	1	hindu	6	1	3	1	3	female	1	0.333333333
707	2	hindu	2	1	3	5	4	male	0	0.333333333
707	2	hindu	6	3	5	2	3	male	1	0.833333333
707	2	buddist	5	6	4	1	5	female	0	0.333333333
707	1	muslim	2	2	5	3	6	male	1	0.833333333
707	1	Chrisitan	4	5	1	4	4	male	1	0.833333333
707	2	muslim	1	5	4	5	3	female	0	0.166666667
707	1	others	5	1	6	3	4	male	0	0.333333333
707	2	hindu	6	1	5	2	4	female	1	0.833333333
258	2	buddist	6	2	2	3	1	female	1	0.666666667
258	1	Chrisitan	6	3	2	1	1	female	0	0.5
258	1	catholic	5	1	3	1	2	female	1	0.5
258	1	buddist	4	6	3	6	5	male	0	0.5
258	2	muslim	3	6	1	3	1	male	0	0.666666667
258	2	catholic	1	3	5	2	3	male	1	0.5
258	2	buddist	1	4	4	4	6	female	0	0.666666667
258	1	others	2	5	3	3	1	female	1	0.333333333
258	1	Chrisitan	5	3	4	6	1	male	0	0.666666667
258	2	hindu	3	5	3	1	3	male	1	0.5
847	2	others	6	5	3	5	3	male	1	0.666666667
847	1	muslim	2	4	5	5	6	female	0	0.5
847	1	Chrisitan	6	4	5	4	3	female	1	0.666666667
847	1	Chrisitan	3	1	5	3	3	male	0	0.333333333
847	1	others	1	6	2	4	2	male	0	0.666666667
